gene,lspc_pct,hspc_pct,log2FC,padj
APOA1,2.1328557473135787,1.9944484424796958,,
APOBR,8.734939759036145,2.4056749254652,0.7788607034505659,0.1937534908541101
APOE,0.7082383588407685,1.305644083478976,,
APP,18.66655812438945,40.03289811863884,-0.4559491746501871,0.4470597708135237
AQP1,1.050146532074243,0.09252595867173846,,
AQP10,0.0651253663301856,0.1439292690449265,,
AQP9,0.11396939107782482,0.1542099311195641,,
AR,1.7258222077499186,10.31150406086152,,
AREG,5.942689677629437,43.65169116891128,-2.819389126956202,9.320303842518896e-06
ARSB,4.5262129599479,4.698262568109386,,
ARTN,1.4246173884728102,0.24673588979130257,,
ASAH1,43.28394659719961,51.22853911791919,0.053204999071158,0.8434787769789052
ASGR1,2.3038098339303157,4.441246016243446,,
ASGR2,0.11396939107782482,0.06168397244782564,,
ASIC1,0.14653207424291761,0.0,,
ASIP,0.08954737870400521,0.020561324149275213,,
ASPH,22.419407359166396,23.049244371337515,-0.0301667245601679,0.9434312276426264
ASPN,0.07326603712145881,0.05140331037318804,,
ASTN2,0.48844024747639203,0.23645522771666494,,
ATF6B,33.8082057961576,36.05428189575409,-0.3123954477842862,0.1083135589768618
ATG9A,5.804298274177793,5.551557520304308,-0.18522774174646,0.7287301157214569
ATL1,5.1367632692933896,7.576847949007916,-0.2723903078761278,0.5930544631783942
ATP10A,2.1328557473135787,1.1617148144340494,,
ATP11A,9.581569521328557,3.1150406086151947,0.4268491819183687,0.4470597708135237
ATP11C,11.74698795180723,10.044206846920941,0.1485668531440825,0.710253920564245
ATP12A,0.10582872028655162,0.10280662074637607,,
ATP13A1,10.525887333116248,6.589904389842705,-0.2969075939993582,0.4646741738493615
ATP13A2,7.660371214588082,4.256194098899969,-0.0470288601463292,0.94065524963069
ATP13A3,19.30153044610876,11.329289606250642,0.0192638385945351,0.9767972203554316
ATP1A1,24.584825789645066,33.88506219800555,-0.3789822478911106,0.0424039875344534
ATP1A3,1.009443178117877,2.457078235838388,,
ATP1B1,30.910126994464346,34.81032178472294,-0.5477293454828825,0.0441584840025271
ATP1B2,0.25236079452946925,0.9252595867173846,,
